2026-04-29 23:47:55 | Experiment | INFO | experiment.py:165 | [exp1-sourcedocs-full-evaluation3_3:Experiment] An experiment with the same name already exists. Created a new experiment 'exp1-sourcedocs-full-evaluation3_3' with Experiment ID: 4 at /home/ayliang/rapidfireai/rapidfire_experiments/exp1-sourcedocs-full-evaluation3_3
2026-04-29 23:49:30 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Reusing existing inference engine (config hash: 2779ec37)
2026-04-29 23:49:30 | QueryProcessingActor-0 | INFO | query_actor.py:198 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Recreated embedding function: OpenAIEmbeddings
2026-04-29 23:49:30 | QueryProcessingActor-0 | INFO | query_actor.py:211 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-04-29 23:49:30 | QueryProcessingActor-0 | INFO | query_actor.py:215 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-04-29 23:49:30 | QueryProcessingActor-0 | INFO | query_actor.py:230 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-04-29 23:49:30 | QueryProcessingActor-0 | INFO | query_actor.py:260 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-04-29 23:49:30 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for cross-encoder/ms-marco-MiniLM-L6-v2, initializing a new CrossEncoder model.
2026-04-29 23:49:31 | QueryProcessingActor-0 | INFO | query_actor.py:277 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Recreated RAG spec with retrieval mode
2026-04-29 23:49:31 | Controller | INFO | controller.py:1299 | [exp1-sourcedocs-full-evaluation3_3:Controller] Pipeline 2 completed shard 0 (1 batches, 24.84s)
2026-04-29 23:49:31 | Controller | INFO | controller.py:1422 | [exp1-sourcedocs-full-evaluation3_3:Controller] Scheduling pipeline 2 (Pipeline 2) on actor 1 for shard 1 (1 batches)
2026-04-29 23:49:31 | QueryProcessingActor-1 | INFO | query_actor.py:169 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Reusing existing inference engine (config hash: 2779ec37)
2026-04-29 23:49:31 | QueryProcessingActor-1 | INFO | query_actor.py:198 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Recreated embedding function: OpenAIEmbeddings
2026-04-29 23:49:31 | QueryProcessingActor-1 | INFO | query_actor.py:211 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-04-29 23:49:31 | QueryProcessingActor-1 | INFO | query_actor.py:215 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Deserializing FAISS index for this actor...
2026-04-29 23:49:31 | QueryProcessingActor-1 | INFO | query_actor.py:230 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Created independent FAISS vector store for this actor
2026-04-29 23:49:31 | QueryProcessingActor-1 | INFO | query_actor.py:260 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Recreated retriever with search_type=mmr
2026-04-29 23:49:31 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for cross-encoder/ms-marco-MiniLM-L6-v2, initializing a new CrossEncoder model.
2026-04-29 23:49:33 | QueryProcessingActor-1 | INFO | query_actor.py:277 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Recreated RAG spec with retrieval mode
2026-04-29 23:49:57 | Controller | INFO | controller.py:1299 | [exp1-sourcedocs-full-evaluation3_3:Controller] Pipeline 1 completed shard 1 (1 batches, 25.80s)
2026-04-29 23:49:57 | Controller | INFO | controller.py:1299 | [exp1-sourcedocs-full-evaluation3_3:Controller] Pipeline 2 completed shard 1 (1 batches, 24.36s)
2026-04-29 23:49:57 | Controller | INFO | controller.py:1422 | [exp1-sourcedocs-full-evaluation3_3:Controller] Scheduling pipeline 1 (Pipeline 1) on actor 0 for shard 2 (1 batches)
2026-04-29 23:49:57 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Reusing existing inference engine (config hash: 2779ec37)
2026-04-29 23:49:57 | QueryProcessingActor-0 | INFO | query_actor.py:198 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Recreated embedding function: OpenAIEmbeddings
2026-04-29 23:49:57 | QueryProcessingActor-0 | INFO | query_actor.py:211 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-04-29 23:49:57 | QueryProcessingActor-0 | INFO | query_actor.py:215 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-04-29 23:49:57 | QueryProcessingActor-0 | INFO | query_actor.py:230 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-04-29 23:49:57 | QueryProcessingActor-0 | INFO | query_actor.py:260 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-04-29 23:49:58 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for cross-encoder/ms-marco-MiniLM-L6-v2, initializing a new CrossEncoder model.
2026-04-29 23:49:59 | QueryProcessingActor-0 | INFO | query_actor.py:277 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Recreated RAG spec with retrieval mode
2026-04-29 23:49:59 | Controller | INFO | controller.py:1422 | [exp1-sourcedocs-full-evaluation3_3:Controller] Scheduling pipeline 2 (Pipeline 2) on actor 1 for shard 2 (1 batches)
2026-04-29 23:49:59 | QueryProcessingActor-1 | INFO | query_actor.py:169 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Reusing existing inference engine (config hash: 2779ec37)
2026-04-29 23:49:59 | QueryProcessingActor-1 | INFO | query_actor.py:198 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Recreated embedding function: OpenAIEmbeddings
2026-04-29 23:49:59 | QueryProcessingActor-1 | INFO | query_actor.py:211 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-04-29 23:49:59 | QueryProcessingActor-1 | INFO | query_actor.py:215 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Deserializing FAISS index for this actor...
2026-04-29 23:49:59 | QueryProcessingActor-1 | INFO | query_actor.py:230 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Created independent FAISS vector store for this actor
2026-04-29 23:49:59 | QueryProcessingActor-1 | INFO | query_actor.py:260 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Recreated retriever with search_type=mmr
2026-04-29 23:49:59 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for cross-encoder/ms-marco-MiniLM-L6-v2, initializing a new CrossEncoder model.
2026-04-29 23:50:00 | QueryProcessingActor-1 | INFO | query_actor.py:277 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Recreated RAG spec with retrieval mode
2026-04-29 23:50:23 | Controller | INFO | controller.py:1299 | [exp1-sourcedocs-full-evaluation3_3:Controller] Pipeline 1 completed shard 2 (1 batches, 24.06s)
2026-04-29 23:50:23 | Controller | INFO | controller.py:1299 | [exp1-sourcedocs-full-evaluation3_3:Controller] Pipeline 2 completed shard 2 (1 batches, 22.88s)
2026-04-29 23:50:23 | Controller | INFO | controller.py:1422 | [exp1-sourcedocs-full-evaluation3_3:Controller] Scheduling pipeline 1 (Pipeline 1) on actor 0 for shard 3 (1 batches)
2026-04-29 23:50:23 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Reusing existing inference engine (config hash: 2779ec37)
2026-04-29 23:50:23 | QueryProcessingActor-0 | INFO | query_actor.py:198 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Recreated embedding function: OpenAIEmbeddings
2026-04-29 23:50:23 | QueryProcessingActor-0 | INFO | query_actor.py:211 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-04-29 23:50:23 | QueryProcessingActor-0 | INFO | query_actor.py:215 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-04-29 23:50:23 | QueryProcessingActor-0 | INFO | query_actor.py:230 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-04-29 23:50:23 | QueryProcessingActor-0 | INFO | query_actor.py:260 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-04-29 23:50:24 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for cross-encoder/ms-marco-MiniLM-L6-v2, initializing a new CrossEncoder model.
2026-04-29 23:50:25 | QueryProcessingActor-0 | INFO | query_actor.py:277 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-0] Recreated RAG spec with retrieval mode
2026-04-29 23:50:25 | Controller | INFO | controller.py:1422 | [exp1-sourcedocs-full-evaluation3_3:Controller] Scheduling pipeline 2 (Pipeline 2) on actor 1 for shard 3 (1 batches)
2026-04-29 23:50:25 | QueryProcessingActor-1 | INFO | query_actor.py:169 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Reusing existing inference engine (config hash: 2779ec37)
2026-04-29 23:50:25 | QueryProcessingActor-1 | INFO | query_actor.py:198 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Recreated embedding function: OpenAIEmbeddings
2026-04-29 23:50:25 | QueryProcessingActor-1 | INFO | query_actor.py:211 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-04-29 23:50:25 | QueryProcessingActor-1 | INFO | query_actor.py:215 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Deserializing FAISS index for this actor...
2026-04-29 23:50:25 | QueryProcessingActor-1 | INFO | query_actor.py:230 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Created independent FAISS vector store for this actor
2026-04-29 23:50:25 | QueryProcessingActor-1 | INFO | query_actor.py:260 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Recreated retriever with search_type=mmr
2026-04-29 23:50:25 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for cross-encoder/ms-marco-MiniLM-L6-v2, initializing a new CrossEncoder model.
2026-04-29 23:50:26 | QueryProcessingActor-1 | INFO | query_actor.py:277 | [exp1-sourcedocs-full-evaluation3_3:QueryProcessingActor-1] Recreated RAG spec with retrieval mode
2026-04-29 23:50:47 | Controller | INFO | controller.py:1192 | [exp1-sourcedocs-full-evaluation3_3:Controller] Pipeline 1 completed all 4 shards
2026-04-29 23:50:48 | Controller | INFO | controller.py:1299 | [exp1-sourcedocs-full-evaluation3_3:Controller] Pipeline 1 completed shard 3 (1 batches, 22.47s)
2026-04-29 23:50:49 | Controller | INFO | controller.py:1192 | [exp1-sourcedocs-full-evaluation3_3:Controller] Pipeline 2 completed all 4 shards
2026-04-29 23:50:49 | Controller | INFO | controller.py:1299 | [exp1-sourcedocs-full-evaluation3_3:Controller] Pipeline 2 completed shard 3 (1 batches, 22.95s)
2026-04-29 23:50:49 | Controller | INFO | controller.py:1386 | [exp1-sourcedocs-full-evaluation3_3:Controller] All pipelines completed all shards!
2026-04-29 23:50:49 | Controller | INFO | controller.py:695 | [exp1-sourcedocs-full-evaluation3_3:Controller] Computing final metrics for all pipelines...
2026-04-29 23:50:50 | Experiment | INFO | metric_rfmetric_manager.py:190 | [exp1-sourcedocs-full-evaluation3_3:Experiment] Ending run: 7b82f4894bf1479bb691ed30c293e0f3, 1 in rf_mlflow
2026-04-29 23:50:50 | Experiment | WARNING | metric_mlflow_manager.py:101 | [exp1-sourcedocs-full-evaluation3_3:Experiment] Run 7b82f4894bf1479bb691ed30c293e0f3 is not the active run, no local context to clear
2026-04-29 23:50:50 | Controller | INFO | controller.py:853 | [exp1-sourcedocs-full-evaluation3_3:Controller] Pipeline 1 (Pipeline 1) completed successfully
2026-04-29 23:50:50 | Experiment | INFO | metric_rfmetric_manager.py:190 | [exp1-sourcedocs-full-evaluation3_3:Experiment] Ending run: 931880d5e5384ef2bce0f0edb105fcb8, 2 in rf_mlflow
2026-04-29 23:50:50 | Experiment | WARNING | metric_mlflow_manager.py:101 | [exp1-sourcedocs-full-evaluation3_3:Experiment] Run 931880d5e5384ef2bce0f0edb105fcb8 is not the active run, no local context to clear
2026-04-29 23:50:50 | Controller | INFO | controller.py:853 | [exp1-sourcedocs-full-evaluation3_3:Controller] Pipeline 2 (Pipeline 2) completed successfully
2026-04-29 23:50:50 | ExperimentUtils | INFO | experiment_utils.py:180 | [exp1-sourcedocs-full-evaluation3_3:ExperimentUtils] Reset experiment states - marked ongoing pipelines, contexts, and tasks as failed
2026-04-29 23:50:50 | ExperimentUtils | INFO | experiment_utils.py:188 | [exp1-sourcedocs-full-evaluation3_3:ExperimentUtils] Experiment marked as cancelled. Ongoing pipelines, contexts, and tasks have been marked as failed.
2026-04-29 23:50:50 | ExperimentUtils | INFO | experiment_utils.py:154 | [exp1-sourcedocs-full-evaluation3_3:ExperimentUtils] Experiment exp1-sourcedocs-full-evaluation3_3 ended
2026-04-29 23:50:53 | Experiment | INFO | experiment.py:574 | [exp1-sourcedocs-full-evaluation3_3:Experiment] All actors shut down
2026-04-29 23:50:53 | Experiment | INFO | experiment.py:575 | [exp1-sourcedocs-full-evaluation3_3:Experiment] Dispatcher will automatically shut down (daemon thread)
